Subject,Sequence,Position,BestFitModel,Source,ValueBin,StopResponse
22,22,3,Cost-to-sample,Winning model,7,0.26725384772641
22,23,1,Cost-to-sample,Winning model,5,0.0950555308850894
22,23,2,Cost-to-sample,Winning model,7,0.206078001009209
22,23,3,Cost-to-sample,Winning model,7,0.287164961398706
22,23,4,Cost-to-sample,Winning model,3,0.044539729645935
22,23,5,Cost-to-sample,Winning model,8,0.566756150657269
22,24,1,Cost-to-sample,Winning model,1,0.0314779213409583
22,24,2,Cost-to-sample,Winning model,7,0.190480490825304
22,25,1,Cost-to-sample,Winning model,8,0.136597237123895
22,25,2,Cost-to-sample,Winning model,2,0.0244338220973001
22,25,3,Cost-to-sample,Winning model,2,0.0934647425367339
22,25,4,Cost-to-sample,Winning model,4,0.236230374482899
22,25,5,Cost-to-sample,Winning model,4,0.343008783430548
22,26,1,Cost-to-sample,Winning model,1,0.0228331947343887
22,26,2,Cost-to-sample,Winning model,5,0.163577199354449
22,26,3,Cost-to-sample,Winning model,1,0.112317671046692
22,26,4,Cost-to-sample,Winning model,8,0.331406866197559
22,26,5,Cost-to-sample,Winning model,4,0.298045907054449
22,26,6,Cost-to-sample,Winning model,3,0.338616134881682
22,26,7,Cost-to-sample,Winning model,8,0.657723253521394
22,27,1,Cost-to-sample,Winning model,6,0.145657548494273
22,28,1,Cost-to-sample,Winning model,7,0.125989130500128
22,28,2,Cost-to-sample,Winning model,2,0.0273601845566717
22,28,3,Cost-to-sample,Winning model,5,0.205373471144252
22,28,4,Cost-to-sample,Winning model,1,0.0272855694031412
22,28,5,Cost-to-sample,Winning model,4,0.393000391382771
22,29,1,Cost-to-sample,Winning model,3,0.0931773258708806
22,29,2,Cost-to-sample,Winning model,6,0.193224367359019
22,29,3,Cost-to-sample,Winning model,1,0.0253287075960104
22,29,4,Cost-to-sample,Winning model,3,0.254436091027632
22,29,5,Cost-to-sample,Winning model,1,0.0264586999304196
22,29,6,Cost-to-sample,Winning model,4,0.475602092140695
22,29,7,Cost-to-sample,Winning model,6,0.696546011871384
22,30,1,Cost-to-sample,Winning model,5,0.0903736858392924
22,30,2,Cost-to-sample,Winning model,3,0.111706911456585
22,30,3,Cost-to-sample,Winning model,8,0.252933802532036
22,30,4,Cost-to-sample,Winning model,1,0.0298626168165216
22,30,5,Cost-to-sample,Winning model,5,0.257217667558567
22,30,6,Cost-to-sample,Winning model,4,0.305855757550422
22,31,1,Cost-to-sample,Winning model,5,0.0892862851751372
22,31,2,Cost-to-sample,Winning model,3,0.0628479650792013
22,31,3,Cost-to-sample,Winning model,4,0.114979397740077
22,32,1,Cost-to-sample,Winning model,4,0.0815027257074516
22,32,2,Cost-to-sample,Winning model,4,0.10542216268326
22,33,1,Cost-to-sample,Winning model,8,0.112588796798135
22,33,2,Cost-to-sample,Winning model,4,0.0845526715014193
22,33,3,Cost-to-sample,Winning model,5,0.145962271385415
22,33,4,Cost-to-sample,Winning model,6,0.242933208441952
22,33,5,Cost-to-sample,Winning model,3,0.129032540873118
22,33,6,Cost-to-sample,Winning model,6,0.46886429413588
22,34,1,Cost-to-sample,Winning model,3,0.0886121528553044
22,34,2,Cost-to-sample,Winning model,1,0.0393664661183454
22,34,3,Cost-to-sample,Winning model,4,0.191219128685245
22,34,4,Cost-to-sample,Winning model,1,0.0273552067418632
22,34,5,Cost-to-sample,Winning model,4,0.357458392355978
22,34,6,Cost-to-sample,Winning model,3,0.470422709725476
22,34,7,Cost-to-sample,Winning model,8,0.689027386542727
22,35,1,Cost-to-sample,Winning model,7,0.122167197888963
22,35,2,Cost-to-sample,Winning model,2,0.022911981024151
22,35,3,Cost-to-sample,Winning model,7,0.265911154857685
22,35,4,Cost-to-sample,Winning model,3,0.120829965223166
22,35,5,Cost-to-sample,Winning model,2,0.108501674460834
22,35,6,Cost-to-sample,Winning model,2,0.128252534503002
22,35,7,Cost-to-sample,Winning model,1,0.087350901240258
22,36,1,Cost-to-sample,Winning model,1,0.0361617247199358
22,36,2,Cost-to-sample,Winning model,5,0.14843024262833
22,36,3,Cost-to-sample,Winning model,4,0.18150678760909
22,36,4,Cost-to-sample,Winning model,7,0.296349161273289
22,36,5,Cost-to-sample,Winning model,6,0.394137099480857
22,37,1,Cost-to-sample,Winning model,7,0.115943043964268
22,38,1,Cost-to-sample,Winning model,3,0.0961775494632574
22,38,2,Cost-to-sample,Winning model,4,0.173326477544944
22,38,3,Cost-to-sample,Winning model,1,0.020641002939122
22,38,4,Cost-to-sample,Winning model,5,0.313928580008471
22,38,5,Cost-to-sample,Winning model,3,0.240439108425541
22,38,6,Cost-to-sample,Winning model,3,0.489011730866053
22,39,1,Cost-to-sample,Winning model,1,0.0242390713657781
22,40,1,Cost-to-sample,Winning model,6,0.120151609996631
22,40,2,Cost-to-sample,Winning model,2,0.0350823068106426
22,40,3,Cost-to-sample,Winning model,1,0.0272832164008268
22,40,4,Cost-to-sample,Winning model,6,0.352471450282007
22,40,5,Cost-to-sample,Winning model,7,0.46194437202909
23,1,1,Biased-prior,Winning model,6,0.0403500467589065
23,1,2,Biased-prior,Winning model,1,0.0179525267373992
23,1,3,Biased-prior,Winning model,2,0.0556546567666546
23,1,4,Biased-prior,Winning model,8,0.421006966553958
23,1,5,Biased-prior,Winning model,3,0.0994595154733735
23,1,6,Biased-prior,Winning model,3,0.180654037136718
23,2,1,Biased-prior,Winning model,6,0.0765295370191613
23,2,2,Biased-prior,Winning model,4,0.0565366226706417
23,2,3,Biased-prior,Winning model,7,0.235630969715228
23,2,4,Biased-prior,Winning model,8,0.423367328664821
23,3,1,Biased-prior,Winning model,6,0.0430046439800311
23,3,2,Biased-prior,Winning model,6,0.0380807543823444
23,3,3,Biased-prior,Winning model,3,0.0177982086952433
23,3,4,Biased-prior,Winning model,2,0.0128962676955979
23,3,5,Biased-prior,Winning model,5,0.181238393283582
23,3,6,Biased-prior,Winning model,5,0.306542637214806
23,3,7,Biased-prior,Winning model,4,0.479342156227934
23,4,1,Biased-prior,Winning model,4,0.0969308343338572
23,4,2,Biased-prior,Winning model,7,0.251104969125558
23,4,3,Biased-prior,Winning model,3,0.0538511836096551
23,4,4,Biased-prior,Winning model,6,0.25512535072117
23,4,5,Biased-prior,Winning model,6,0.288498250673344
23,4,6,Biased-prior,Winning model,1,0.0191503115486996
23,4,7,Biased-prior,Winning model,6,0.545950719746951
23,5,1,Biased-prior,Winning model,2,0.0515115829244594
23,5,2,Biased-prior,Winning model,7,0.111629294189468
23,5,3,Biased-prior,Winning model,4,0.0659593571763169
23,5,4,Biased-prior,Winning model,3,0.0563122651372108
23,5,5,Biased-prior,Winning model,8,0.544347339651223
23,6,1,Biased-prior,Winning model,8,0.0574443937963469
23,6,2,Biased-prior,Winning model,5,0.0240094243412781
23,6,3,Biased-prior,Winning model,1,0.0126248685513222
23,6,4,Biased-prior,Winning model,5,0.147297119704688
23,6,5,Biased-prior,Winning model,6,0.224433216393482
23,6,6,Biased-prior,Winning model,8,0.729618333020351
23,6,7,Biased-prior,Winning model,4,0.0759170478829025
23,7,1,Biased-prior,Winning model,7,0.0462917991764306
23,7,2,Biased-prior,Winning model,5,0.0290441442369381
23,7,3,Biased-prior,Winning model,3,0.0258665673003971
23,7,4,Biased-prior,Winning model,5,0.159874712982857
23,7,5,Biased-prior,Winning model,1,0.0150776328898208
23,7,6,Biased-prior,Winning model,1,0.0191944615308219
23,7,7,Biased-prior,Winning model,1,0.03123914847806
23,8,1,Biased-prior,Winning model,4,0.0201877356116377
23,8,2,Biased-prior,Winning model,8,0.118031899903705
23,8,3,Biased-prior,Winning model,4,0.0240221539227469
23,8,4,Biased-prior,Winning model,3,0.0120182086181101
23,8,5,Biased-prior,Winning model,5,0.176811711390087
23,8,6,Biased-prior,Winning model,7,0.562912336451601
23,9,1,Biased-prior,Winning model,1,0.0165466998028347
23,9,2,Biased-prior,Winning model,5,0.176295329674768
23,9,3,Biased-prior,Winning model,3,0.0991085222704245
23,9,4,Biased-prior,Winning model,5,0.385750450614028
23,9,5,Biased-prior,Winning model,7,0.535739358219587
23,10,1,Biased-prior,Winning model,5,0.0277142970376642
23,10,2,Biased-prior,Winning model,3,0.0216409552814981
23,10,3,Biased-prior,Winning model,5,0.135009663666232
23,10,4,Biased-prior,Winning model,5,0.0882846354561144
23,10,5,Biased-prior,Winning model,3,0.0205838078652633
23,10,6,Biased-prior,Winning model,3,0.0446959106028462
23,10,7,Biased-prior,Winning model,6,0.820058915871916
23,11,1,Biased-prior,Winning model,4,0.0438083126092429
23,11,2,Biased-prior,Winning model,5,0.0817038584896156
23,11,3,Biased-prior,Winning model,8,0.30097994319894
23,11,4,Biased-prior,Winning model,8,0.125734102362149
23,11,5,Biased-prior,Winning model,4,0.0488140285722483
23,11,6,Biased-prior,Winning model,6,0.165004194554103
23,11,7,Biased-prior,Winning model,7,0.335271519999422
23,12,1,Biased-prior,Winning model,3,0.0809331599181725
23,12,2,Biased-prior,Winning model,3,0.126973423190999
23,12,3,Biased-prior,Winning model,1,0.051468677978527
23,12,4,Biased-prior,Winning model,8,0.346694195162478
23,13,1,Biased-prior,Winning model,3,0.0493243968656798
23,13,2,Biased-prior,Winning model,5,0.0698523366665988
23,13,3,Biased-prior,Winning model,8,0.186681442399944
23,13,4,Biased-prior,Winning model,4,0.0437997974182807
23,13,5,Biased-prior,Winning model,2,0.0306488408549353
23,13,6,Biased-prior,Winning model,4,0.104642277910756
23,13,7,Biased-prior,Winning model,3,0.145289758523897
23,14,1,Biased-prior,Winning model,2,0.0388477085340734
23,14,2,Biased-prior,Winning model,1,0.0295055048129873
23,14,3,Biased-prior,Winning model,2,0.220154042566739
23,14,4,Biased-prior,Winning model,7,0.448200216960853
23,14,5,Biased-prior,Winning model,4,0.302508471978637
23,14,6,Biased-prior,Winning model,6,0.502145956376536
23,14,7,Biased-prior,Winning model,7,0.750422504483725
23,15,1,Biased-prior,Winning model,7,0.0208296214191891
23,15,2,Biased-prior,Winning model,3,0.0139720805372048
23,15,3,Biased-prior,Winning model,7,0.191032398912726
23,16,1,Biased-prior,Winning model,4,0.0367614731902243
23,16,2,Biased-prior,Winning model,8,0.140415171530842
23,16,3,Biased-prior,Winning model,6,0.0500541919892075
23,16,4,Biased-prior,Winning model,2,0.018912125004906
23,16,5,Biased-prior,Winning model,1,0.0189167144316448
23,16,6,Biased-prior,Winning model,2,0.0721209126896199
23,16,7,Biased-prior,Winning model,3,0.19651870326253
23,17,1,Biased-prior,Winning model,7,0.0607727455676841
23,17,2,Biased-prior,Winning model,2,0.0333693225313541
23,17,3,Biased-prior,Winning model,7,0.2682128240182
23,17,4,Biased-prior,Winning model,5,0.0794046073298495
23,17,5,Biased-prior,Winning model,5,0.0678493685095967
23,17,6,Biased-prior,Winning model,6,0.259910382351676
23,17,7,Biased-prior,Winning model,4,0.122241379625939
23,18,1,Biased-prior,Winning model,6,0.0580694559171811
23,18,2,Biased-prior,Winning model,4,0.0402291157515917
23,18,3,Biased-prior,Winning model,8,0.330021180945196
23,19,1,Biased-prior,Winning model,1,0.0348535674217365
23,19,2,Biased-prior,Winning model,1,0.0491971053748309
23,19,3,Biased-prior,Winning model,1,0.042215063088201
23,19,4,Biased-prior,Winning model,7,0.339848682239778
23,19,5,Biased-prior,Winning model,4,0.157000877225981
23,19,6,Biased-prior,Winning model,4,0.329077648586703
23,19,7,Biased-prior,Winning model,1,0.0520099640293632
23,20,1,Biased-prior,Winning model,3,0.0553250802021163
23,20,2,Biased-prior,Winning model,6,0.0740442350750002
23,20,3,Biased-prior,Winning model,4,0.0581232161152821
23,20,4,Biased-prior,Winning model,4,0.0618779806459298
23,20,5,Biased-prior,Winning model,4,0.0641367193913174
23,20,6,Biased-prior,Winning model,4,0.086188002144285
23,20,7,Biased-prior,Winning model,7,0.849454035507963
23,21,1,Biased-prior,Winning model,8,0.164212427405696
23,21,2,Biased-prior,Winning model,4,0.0470338815366212
23,21,3,Biased-prior,Winning model,6,0.155932435550859
23,21,4,Biased-prior,Winning model,6,0.209217460844261
23,21,5,Biased-prior,Winning model,7,0.284296132510033
23,22,1,Biased-prior,Winning model,3,0.0309775374546917
23,22,2,Biased-prior,Winning model,4,0.0391588248316462
23,23,1,Biased-prior,Winning model,3,0.0356622391106502
23,23,2,Biased-prior,Winning model,6,0.158599022664555
23,23,3,Biased-prior,Winning model,3,0.0657843372343216
23,23,4,Biased-prior,Winning model,6,0.319470399221697
23,23,5,Biased-prior,Winning model,3,0.119459294107089
23,23,6,Biased-prior,Winning model,6,0.514190608441616
23,23,7,Biased-prior,Winning model,7,0.781854015599988
23,24,1,Biased-prior,Winning model,5,0.0310241009344921
23,24,2,Biased-prior,Winning model,5,0.0273179988833556
23,24,3,Biased-prior,Winning model,3,0.0182155966795964
23,24,4,Biased-prior,Winning model,3,0.0148431230345197
23,24,5,Biased-prior,Winning model,6,0.384836094979356
23,25,1,Biased-prior,Winning model,7,0.0126243285337371
23,25,2,Biased-prior,Winning model,3,0.00829992727690184
23,25,3,Biased-prior,Winning model,7,0.166813184953093
23,25,4,Biased-prior,Winning model,6,0.0170301742397321
23,25,5,Biased-prior,Winning model,6,0.0482214152387346
23,25,6,Biased-prior,Winning model,3,0.0140674241766873
23,25,7,Biased-prior,Winning model,3,0.0584390590223889
23,26,1,Biased-prior,Winning model,8,0.0363130938347578
23,27,1,Biased-prior,Winning model,4,0.0585893658149857
23,27,2,Biased-prior,Winning model,3,0.0492517130700971
23,27,3,Biased-prior,Winning model,2,0.0402498648388479
23,27,4,Biased-prior,Winning model,2,0.0454520755541288
23,27,5,Biased-prior,Winning model,2,0.0533946040855236
23,27,6,Biased-prior,Winning model,5,0.29256115388505
23,27,7,Biased-prior,Winning model,8,0.944361750483976
23,28,1,Biased-prior,Winning model,6,0.0607621749213506
23,28,2,Biased-prior,Winning model,6,0.127664868239363
23,28,3,Biased-prior,Winning model,3,0.0283555313337885
23,28,4,Biased-prior,Winning model,5,0.0853380226063712
23,28,5,Biased-prior,Winning model,7,0.373572087543334
23,28,6,Biased-prior,Winning model,3,0.0470025818243513
23,28,7,Biased-prior,Winning model,8,0.809013912347212
23,29,1,Biased-prior,Winning model,7,0.0382514735577774
23,30,1,Biased-prior,Winning model,7,0.0452309331196005
23,30,2,Biased-prior,Winning model,2,0.0228623408828861
23,30,3,Biased-prior,Winning model,8,0.243874459314334
23,31,1,Biased-prior,Winning model,4,0.0323088270862551
23,31,2,Biased-prior,Winning model,8,0.275562266702266
23,31,3,Biased-prior,Winning model,1,0.0101156412085521
23,31,4,Biased-prior,Winning model,8,0.54328356786508
23,31,5,Biased-prior,Winning model,7,0.277641060209104
23,32,1,Biased-prior,Winning model,4,0.0476742977979684
23,32,2,Biased-prior,Winning model,2,0.0317389596651427
23,32,3,Biased-prior,Winning model,7,0.209884927992511
23,33,1,Biased-prior,Winning model,3,0.0317788164895623
23,33,2,Biased-prior,Winning model,3,0.063785841955907
23,33,3,Biased-prior,Winning model,2,0.0224922727661421
23,33,4,Biased-prior,Winning model,7,0.403875262962262
23,33,5,Biased-prior,Winning model,1,0.0141132095532134
23,33,6,Biased-prior,Winning model,4,0.381650838355056
23,33,7,Biased-prior,Winning model,6,0.778742696129937
23,34,1,Biased-prior,Winning model,7,0.0318188484450211
23,34,2,Biased-prior,Winning model,1,0.0100318000579433
23,34,3,Biased-prior,Winning model,2,0.0332807289010141
23,34,4,Biased-prior,Winning model,2,0.150460208867809
23,34,5,Biased-prior,Winning model,8,0.571714314134564
23,34,6,Biased-prior,Winning model,8,0.652738176529583
23,35,1,Biased-prior,Winning model,2,0.0264888099967774
23,35,2,Biased-prior,Winning model,6,0.0941075242655065
23,36,1,Biased-prior,Winning model,7,0.111519497800025
23,36,2,Biased-prior,Winning model,3,0.0658942128475343
23,36,3,Biased-prior,Winning model,3,0.141163221961936
23,36,4,Biased-prior,Winning model,2,0.0514716013908802
23,36,5,Biased-prior,Winning model,4,0.201082144089556
23,36,6,Biased-prior,Winning model,5,0.304177430065838
23,36,7,Biased-prior,Winning model,1,0.0320500792962594
23,37,1,Biased-prior,Winning model,1,0.0219786156100148
23,37,2,Biased-prior,Winning model,5,0.175962269487
23,37,3,Biased-prior,Winning model,5,0.279271173850478
23,37,4,Biased-prior,Winning model,5,0.376011580352198
23,37,5,Biased-prior,Winning model,1,0.0376608981421098
23,37,6,Biased-prior,Winning model,1,0.0361211499563533
23,37,7,Biased-prior,Winning model,7,0.835217150399255
23,38,1,Biased-prior,Winning model,4,0.0354638955501497
23,38,2,Biased-prior,Winning model,3,0.0327693676446947
23,38,3,Biased-prior,Winning model,2,0.0228778231711024
23,38,4,Biased-prior,Winning model,7,0.330246318967698
23,39,1,Biased-prior,Winning model,5,0.0890727404239561
23,39,2,Biased-prior,Winning model,6,0.122752621321286
23,39,3,Biased-prior,Winning model,5,0.103459283093759
23,39,4,Biased-prior,Winning model,3,0.0524582774691101
23,39,5,Biased-prior,Winning model,5,0.11008256838227
23,39,6,Biased-prior,Winning model,8,0.660717193275895
23,39,7,Biased-prior,Winning model,4,0.263931565067181
23,40,1,Biased-prior,Winning model,1,0.0270837343817765
23,40,2,Biased-prior,Winning model,2,0.0867979326756742
24,1,1,Biased-prior,Winning model,2,0.0304015765405927
24,1,2,Biased-prior,Winning model,3,0.0921334239532345
24,1,3,Biased-prior,Winning model,8,0.687997431186384
24,2,1,Biased-prior,Winning model,2,0.0295475787664719
24,2,2,Biased-prior,Winning model,1,0.0154040920431982
24,2,3,Biased-prior,Winning model,5,0.220171181697271
24,2,4,Biased-prior,Winning model,6,0.362329201334407
24,2,5,Biased-prior,Winning model,2,0.07714858389925
24,2,6,Biased-prior,Winning model,1,0.0357578233958556
24,2,7,Biased-prior,Winning model,4,0.509492795155241
24,3,1,Biased-prior,Winning model,1,0.0545110346702371
24,3,2,Biased-prior,Winning model,3,0.123967077818489
24,3,3,Biased-prior,Winning model,5,0.1841751586151
24,3,4,Biased-prior,Winning model,5,0.236941875976117
24,3,5,Biased-prior,Winning model,5,0.298288917962056
24,3,6,Biased-prior,Winning model,3,0.0904546784784136
24,4,1,Biased-prior,Winning model,5,0.0491563701872861
24,4,2,Biased-prior,Winning model,4,0.0267493940297797
24,4,3,Biased-prior,Winning model,3,0.0448453850603784
24,4,4,Biased-prior,Winning model,6,0.335934374491911
24,4,5,Biased-prior,Winning model,1,0.00695718389477047
24,4,6,Biased-prior,Winning model,2,0.0347344639850116
24,4,7,Biased-prior,Winning model,5,0.630692642927731
24,5,1,Biased-prior,Winning model,8,0.127847476343991
24,5,2,Biased-prior,Winning model,4,0.00879198528830776
24,5,3,Biased-prior,Winning model,6,0.0591725130956471
24,5,4,Biased-prior,Winning model,4,0.0198692195705431
24,5,5,Biased-prior,Winning model,6,0.257920973962655
24,6,1,Biased-prior,Winning model,7,0.0848408949966748
24,7,1,Biased-prior,Winning model,2,0.0293669668974241
24,7,2,Biased-prior,Winning model,5,0.115826971175227
24,7,3,Biased-prior,Winning model,3,0.0504165198295572
24,7,4,Biased-prior,Winning model,4,0.101397579882807
24,7,5,Biased-prior,Winning model,2,0.0296177420315129
24,7,6,Biased-prior,Winning model,1,0.00700503672291895
24,7,7,Biased-prior,Winning model,6,0.908876973894476
24,8,1,Biased-prior,Winning model,1,0.0112173429029293
24,8,2,Biased-prior,Winning model,4,0.131834226912772
24,8,3,Biased-prior,Winning model,7,0.408634790046571
24,8,4,Biased-prior,Winning model,7,0.603309277409514
24,9,1,Biased-prior,Winning model,3,0.0424421286948337
24,9,2,Biased-prior,Winning model,8,0.39430623395598
24,10,1,Biased-prior,Winning model,5,0.0365190913743184
24,10,2,Biased-prior,Winning model,5,0.0827843604098404
24,10,3,Biased-prior,Winning model,3,0.0105124892282962
24,10,4,Biased-prior,Winning model,8,0.6721213101993
24,11,1,Biased-prior,Winning model,3,0.0593917981134335
24,11,2,Biased-prior,Winning model,1,0.0391698116580754
24,11,3,Biased-prior,Winning model,7,0.295687668249144
24,11,4,Biased-prior,Winning model,3,0.135924687488528
24,11,5,Biased-prior,Winning model,2,0.0932666909658403
24,11,6,Biased-prior,Winning model,4,0.320545136971774
24,11,7,Biased-prior,Winning model,3,0.45173896194957
24,12,1,Biased-prior,Winning model,7,0.0671552263917409
24,12,2,Biased-prior,Winning model,3,0.00918036989228935
24,12,3,Biased-prior,Winning model,6,0.111369097935755
24,12,4,Biased-prior,Winning model,7,0.549974545586644
24,13,1,Biased-prior,Winning model,6,0.0365914887162735
24,14,1,Biased-prior,Winning model,1,0.00982849432173439
24,14,2,Biased-prior,Winning model,7,0.268135238797279
24,14,3,Biased-prior,Winning model,8,0.538440353294162
24,15,1,Biased-prior,Winning model,2,0.0120617660343971
24,15,2,Biased-prior,Winning model,8,0.308493190917838
24,16,1,Biased-prior,Winning model,6,0.0684788006243624
24,16,2,Biased-prior,Winning model,4,0.0384671563821024
24,16,3,Biased-prior,Winning model,6,0.10539878742547
24,16,4,Biased-prior,Winning model,5,0.0470815274255057
24,16,5,Biased-prior,Winning model,5,0.0337820355712224
24,16,6,Biased-prior,Winning model,8,0.970998467971796
24,17,1,Biased-prior,Winning model,5,0.127910415331791
24,17,2,Biased-prior,Winning model,5,0.221874007522881
24,17,3,Biased-prior,Winning model,4,0.0628718762834382
24,17,4,Biased-prior,Winning model,3,0.0214567285067212
24,17,5,Biased-prior,Winning model,4,0.260472630466889
24,17,6,Biased-prior,Winning model,5,0.621209552604201
24,17,7,Biased-prior,Winning model,5,0.857130614374498
24,18,1,Biased-prior,Winning model,7,0.130216892659256
24,18,2,Biased-prior,Winning model,3,0.0186116892460111
24,18,3,Biased-prior,Winning model,1,0.0111486946567992
24,18,4,Biased-prior,Winning model,5,0.186345293079009
24,18,5,Biased-prior,Winning model,3,0.135981531035966
24,18,6,Biased-prior,Winning model,1,0.0469332398314476
24,18,7,Biased-prior,Winning model,4,0.524556555580247
24,19,1,Biased-prior,Winning model,2,0.0130494933049374
24,19,2,Biased-prior,Winning model,5,0.0618636982466203
24,19,3,Biased-prior,Winning model,1,0.00464946786472729
24,19,4,Biased-prior,Winning model,5,0.177725560270474
24,19,5,Biased-prior,Winning model,5,0.380416376133118
24,19,6,Biased-prior,Winning model,1,0.00866096324611906
24,19,7,Biased-prior,Winning model,8,0.943302676030307
24,20,1,Biased-prior,Winning model,5,0.0539570144751159
24,20,2,Biased-prior,Winning model,8,0.541555723555633
24,21,1,Biased-prior,Winning model,7,0.137173837410609
24,21,2,Biased-prior,Winning model,8,0.455622552182941
24,21,3,Biased-prior,Winning model,6,0.0200196204923416
24,21,4,Biased-prior,Winning model,7,0.397648721663607
24,21,5,Biased-prior,Winning model,3,0.00576436847729966
24,21,6,Biased-prior,Winning model,8,0.827609621897058
24,21,7,Biased-prior,Winning model,1,0.0131823142527688
24,22,1,Biased-prior,Winning model,8,0.374520359976839
24,23,1,Biased-prior,Winning model,2,0.0163256388088678
24,23,2,Biased-prior,Winning model,5,0.157547320002499
24,23,3,Biased-prior,Winning model,3,0.0406588806069319
24,23,4,Biased-prior,Winning model,1,0.00522375876300208
24,23,5,Biased-prior,Winning model,7,0.714098515960465
24,24,1,Biased-prior,Winning model,7,0.208318124129897
24,24,2,Biased-prior,Winning model,2,0.00529040383989594
24,24,3,Biased-prior,Winning model,7,0.251997039697341
24,24,4,Biased-prior,Winning model,1,0.0036980848863819
24,24,5,Biased-prior,Winning model,8,0.763937685532071
24,25,1,Biased-prior,Winning model,2,0.0187942188297851
24,25,2,Biased-prior,Winning model,5,0.168514814977855
24,25,3,Biased-prior,Winning model,2,0.0357699219825954
24,25,4,Biased-prior,Winning model,7,0.516787715584352
24,25,5,Biased-prior,Winning model,5,0.158428768231379
24,25,6,Biased-prior,Winning model,6,0.60452090818902
24,25,7,Biased-prior,Winning model,5,0.200646105307941
24,26,1,Biased-prior,Winning model,7,0.0684126988972439
24,26,2,Biased-prior,Winning model,2,0.0154450226898822
24,26,3,Biased-prior,Winning model,3,0.0278784374531463
24,26,4,Biased-prior,Winning model,5,0.0580452460690726
24,26,5,Biased-prior,Winning model,1,0.0124600301262623
24,26,6,Biased-prior,Winning model,3,0.0905874382425222
24,26,7,Biased-prior,Winning model,2,0.0705879714629111
24,27,1,Biased-prior,Winning model,1,0.0128319952481664
24,27,2,Biased-prior,Winning model,5,0.0954115563966236
24,27,3,Biased-prior,Winning model,3,0.0293701533171536
24,27,4,Biased-prior,Winning model,1,0.0132947383734015
24,27,5,Biased-prior,Winning model,2,0.0370800979523933
24,27,6,Biased-prior,Winning model,1,0.0171175583230107
24,27,7,Biased-prior,Winning model,8,0.976317699787681
24,28,1,Biased-prior,Winning model,7,0.164154385934793
24,28,2,Biased-prior,Winning model,5,0.0106032611641159
24,28,3,Biased-prior,Winning model,6,0.172120207834662
24,29,1,Biased-prior,Winning model,2,0.014764781307429
24,29,2,Biased-prior,Winning model,7,0.218068954366794
24,29,3,Biased-prior,Winning model,3,0.0168714107974574
24,29,4,Biased-prior,Winning model,3,0.0314519241175956
24,29,5,Biased-prior,Winning model,8,0.84830202973507
24,30,1,Biased-prior,Winning model,7,0.15490195558306
24,30,2,Biased-prior,Winning model,7,0.194019154063295
24,30,3,Biased-prior,Winning model,4,0.00827732298422628
24,30,4,Biased-prior,Winning model,5,0.0641318906435084
24,31,1,Biased-prior,Winning model,5,0.039789252344502
24,31,2,Biased-prior,Winning model,6,0.0924603477265451
24,31,3,Biased-prior,Winning model,6,0.130908615922845
24,31,4,Biased-prior,Winning model,7,0.367703397271592
24,32,1,Biased-prior,Winning model,5,0.0519566850869929
24,32,2,Biased-prior,Winning model,4,0.0203447323399524
24,32,3,Biased-prior,Winning model,1,0.00375037320911955
24,32,4,Biased-prior,Winning model,5,0.283477500421621
24,32,5,Biased-prior,Winning model,7,0.684101930501422
24,33,1,Biased-prior,Winning model,8,0.394965186684117
24,34,1,Biased-prior,Winning model,4,0.0193489352137579
24,34,2,Biased-prior,Winning model,1,0.00957942089009763
24,34,3,Biased-prior,Winning model,3,0.0277530504098186
24,34,4,Biased-prior,Winning model,7,0.490175455855055
24,34,5,Biased-prior,Winning model,3,0.0571561560844174
24,34,6,Biased-prior,Winning model,2,0.0195210854905636
24,34,7,Biased-prior,Winning model,6,0.882731569192636
24,35,1,Biased-prior,Winning model,6,0.0474007180667881
24,35,2,Biased-prior,Winning model,1,0.0141240720482636
24,35,3,Biased-prior,Winning model,2,0.0432673649677491
24,35,4,Biased-prior,Winning model,6,0.332692567001518
24,35,5,Biased-prior,Winning model,8,0.858446993895814
24,36,1,Biased-prior,Winning model,4,0.0510920240442406
24,36,2,Biased-prior,Winning model,3,0.0341680556192516
24,36,3,Biased-prior,Winning model,2,0.0190179659082262
24,36,4,Biased-prior,Winning model,3,0.0928793184488809
24,36,5,Biased-prior,Winning model,1,0.00882159957999403
24,36,6,Biased-prior,Winning model,5,0.674859053699083
24,36,7,Biased-prior,Winning model,4,0.521387876379723
24,37,1,Biased-prior,Winning model,2,0.0565505216500387
24,37,2,Biased-prior,Winning model,3,0.0881316772660886
24,37,3,Biased-prior,Winning model,4,0.125287852994032
24,37,4,Biased-prior,Winning model,2,0.0532070834936954
24,37,5,Biased-prior,Winning model,2,0.0638641565062199
24,37,6,Biased-prior,Winning model,7,0.897305889091191
24,38,1,Biased-prior,Winning model,8,0.244632269165065
24,38,2,Biased-prior,Winning model,7,0.0544189644910109
24,38,3,Biased-prior,Winning model,1,0.00698481182791514
24,38,4,Biased-prior,Winning model,2,0.03336446779776
24,38,5,Biased-prior,Winning model,5,0.160959163225259
24,38,6,Biased-prior,Winning model,3,0.0939312367432846
24,39,1,Biased-prior,Winning model,3,0.0443064292638644
24,39,2,Biased-prior,Winning model,6,0.0756816451297439
24,39,3,Biased-prior,Winning model,6,0.0893840183195163
